transaction_id,account_id,merchant_id,amount,transaction_date,transaction_type,is_fraud
92196,2758,65,43.08,2024-02-07,payment,0
92197,3992,22,8.9,2024-04-15,payment,0
92198,1873,81,70.56,2023-10-10,transfer,0
92199,44,79,404.58,2024-03-14,payment,0
92200,3393,45,23.57,2024-08-12,payment,0
92201,6291,55,18.2,2024-05-30,withdrawal,0
92202,851,31,11.6,2024-08-27,payment,0
92203,5282,17,32.98,2023-02-21,transfer,0
92204,2503,58,166.12,2023-04-05,withdrawal,0
92205,1650,13,106.61,2023-06-04,payment,0
92206,29,81,8.42,2023-05-29,withdrawal,0
92207,6964,43,10.0,2024-01-30,payment,0
92208,3948,11,30.44,2024-10-16,transfer,0
92209,495,48,12.98,2023-12-02,payment,0
92210,4016,59,44.97,2023-01-26,payment,0
92211,196,22,136.23,2024-03-29,payment,0
92212,4824,37,470.0,2023-12-20,withdrawal,0
92213,7036,2,71.55,2024-05-26,withdrawal,1
92214,6060,12,24.4,2023-06-15,payment,1
92215,6874,78,165.84,2024-06-29,payment,0
92216,3781,60,22.75,2023-04-22,transfer,0
92217,1006,55,8.73,2024-01-16,withdrawal,0
92218,7377,81,106.54,2024-12-13,transfer,0
92219,2788,68,35.64,2023-02-10,payment,0
92220,6450,21,38.24,2024-07-09,payment,0
92221,5933,46,452.56,2024-03-26,withdrawal,0
92222,3645,76,36.14,2023-04-09,transfer,0
92223,4935,62,135.77,2024-09-19,payment,0
92224,6592,66,21.05,2024-10-06,payment,0
92225,5231,80,16.18,2023-11-15,payment,0
92226,3613,44,183.33,2023-11-23,transfer,0
92227,6419,61,32.74,2023-08-20,payment,0
92228,5901,17,289.28,2024-12-31,transfer,0
92229,4485,85,39.94,2023-08-15,withdrawal,0
92230,2672,57,446.11,2023-03-13,withdrawal,0
92231,3541,36,46.89,2023-08-04,payment,0
92232,6074,2,141.23,2023-02-07,payment,0
92233,2796,81,262.35,2024-02-27,transfer,0
92234,3289,1,174.2,2023-06-25,payment,0
92235,2129,43,161.01,2024-03-16,withdrawal,0
92236,6558,50,493.11,2024-09-22,withdrawal,0
92237,1056,22,164.3,2023-02-20,payment,0
92238,603,17,281.02,2023-11-03,transfer,0
92239,2067,33,354.59,2024-12-25,payment,0
92240,3670,59,190.54,2024-11-07,withdrawal,0
92241,2522,30,15.94,2024-08-03,payment,0
92242,5706,98,44.41,2023-10-19,withdrawal,0
92243,2013,61,16.65,2023-06-06,payment,0
92244,3663,36,484.83,2023-01-21,payment,0
92245,4409,46,25.39,2024-03-16,payment,0
92246,2175,53,99.06,2023-08-04,transfer,0
92247,1425,15,148.33,2023-07-15,payment,0
92248,7007,6,24.73,2024-05-08,withdrawal,0
92249,5772,10,457.61,2024-10-09,payment,0
92250,5786,95,68.98,2024-02-25,withdrawal,0
92251,1065,55,9.54,2024-01-22,payment,0
92252,6697,87,15.44,2024-11-09,payment,0
92253,2539,47,89.79,2023-10-08,payment,0
92254,3146,43,12.98,2024-06-12,payment,1
92255,5891,47,15.08,2024-11-06,transfer,0
92256,6321,61,36.48,2024-07-20,transfer,0
92257,3518,36,47.66,2024-05-18,withdrawal,0
92258,3814,76,344.99,2023-04-27,withdrawal,0
92259,4794,48,99.81,2023-12-08,payment,0
92260,111,64,493.11,2024-02-29,payment,0
92261,2491,99,215.54,2023-06-09,withdrawal,0
92262,5451,36,421.15,2024-04-18,transfer,0
92263,5017,25,12.09,2023-10-13,payment,0
92264,5651,66,133.02,2024-03-28,payment,0
92265,1566,60,6.66,2023-12-20,transfer,0
92266,3558,24,70.84,2023-12-29,transfer,0
92267,339,92,44.62,2023-11-24,payment,0
92268,2786,92,49.16,2024-01-21,payment,0
92269,4649,79,49.54,2023-06-30,transfer,0
92270,4532,49,371.94,2023-09-12,withdrawal,0
92271,4159,63,78.03,2024-07-03,withdrawal,0
92272,3292,10,23.09,2024-02-19,payment,0
92273,3727,28,164.97,2023-02-10,payment,0
92274,4766,74,128.91,2024-07-17,transfer,0
92275,2,54,151.51,2023-08-12,payment,1
92276,3490,75,13.72,2024-11-01,payment,0
92277,5851,86,16.32,2024-05-04,transfer,0
92278,6176,28,11.08,2024-02-09,payment,0
92279,2197,7,33.18,2023-02-28,payment,0
92280,2276,36,448.11,2024-07-02,withdrawal,0
92281,4530,53,49.73,2023-02-03,transfer,0
92282,6412,70,70.01,2023-01-06,transfer,0
92283,4179,87,49.32,2023-09-27,withdrawal,0
92284,360,30,218.12,2024-02-16,withdrawal,0
92285,4546,95,26.17,2024-06-15,payment,0
92286,967,26,178.89,2024-08-02,payment,0
92287,2350,21,34.3,2024-08-19,transfer,0
92288,650,46,47.52,2023-07-31,withdrawal,0
92289,1350,21,16.01,2023-05-23,withdrawal,0
92290,2389,15,267.12,2023-08-17,withdrawal,0
92291,6571,14,30.39,2024-10-11,payment,0
92292,4833,13,46.58,2024-02-11,payment,0
92293,3893,52,169.66,2024-02-21,payment,0
92294,3511,96,44.83,2023-09-05,payment,1
92295,3411,52,41.63,2023-01-19,payment,0
92296,5103,5,243.98,2024-08-15,payment,0
92297,284,23,48.05,2023-03-19,payment,0
92298,3767,16,15.71,2024-04-23,payment,0
92299,5280,84,16.25,2023-08-11,payment,0
92300,1221,99,458.79,2023-01-20,payment,0
92301,738,93,46.5,2024-05-27,withdrawal,0
92302,72,82,6.41,2024-01-29,payment,0
92303,3568,57,96.24,2023-06-29,payment,0
92304,5148,47,194.63,2023-03-01,payment,0
92305,517,46,71.01,2023-05-26,payment,0
92306,2719,61,38.14,2023-07-19,withdrawal,0
92307,4672,38,145.37,2023-11-14,payment,0
92308,925,6,140.65,2023-08-01,payment,0
92309,2045,69,43.2,2024-08-29,payment,0
92310,4836,97,166.33,2023-09-17,payment,0
92311,3536,16,47.12,2023-01-24,withdrawal,0
92312,3824,83,151.22,2023-01-27,transfer,0
92313,1046,21,180.37,2024-01-19,transfer,0
92314,3318,63,141.15,2023-03-03,transfer,0
92315,7382,69,21.65,2024-12-13,payment,0
92316,1598,35,34.78,2023-04-19,transfer,0
92317,6734,59,115.92,2024-04-24,withdrawal,0
92318,5724,41,13.58,2023-04-15,withdrawal,0
92319,4551,26,10.71,2023-11-01,withdrawal,0
92320,4971,70,77.74,2023-09-20,payment,0
92321,2347,3,41.69,2024-09-12,payment,0
92322,1669,9,26.25,2024-11-11,payment,0
92323,6749,32,147.79,2024-07-22,payment,0
92324,6294,86,6.11,2023-08-05,withdrawal,0
92325,7005,96,48.71,2024-10-18,withdrawal,0
92326,7359,82,115.77,2024-12-13,transfer,0
92327,576,93,26.26,2023-09-07,payment,0
92328,6286,91,45.12,2023-10-14,payment,0
92329,4510,74,42.25,2024-02-17,payment,0
92330,7227,2,179.74,2024-12-03,withdrawal,0
92331,5275,71,40.74,2023-12-20,withdrawal,0
92332,1302,96,151.3,2023-10-27,payment,0
92333,6080,1,15.31,2024-07-26,withdrawal,0
92334,6544,95,118.31,2024-12-14,withdrawal,0
92335,4028,78,46.49,2023-12-25,withdrawal,0
92336,2102,52,25.32,2024-10-13,withdrawal,0
92337,5551,79,277.66,2024-04-01,payment,0
92338,1810,89,12.2,2024-10-02,withdrawal,0
92339,6850,33,7.53,2023-07-05,payment,0
92340,6623,53,16.16,2024-05-18,withdrawal,0
92341,6826,92,171.69,2023-08-26,payment,0
92342,4194,67,24.6,2023-07-03,payment,0
92343,6342,33,30.94,2023-01-14,transfer,0
92344,2676,42,47.68,2023-08-16,payment,0
92345,1268,13,48.2,2024-12-06,withdrawal,0
92346,6369,43,28.98,2023-07-18,transfer,0
92347,2577,58,11.38,2024-10-05,payment,0
92348,6417,90,7.59,2024-08-27,payment,0
92349,1152,48,19.0,2024-11-24,payment,0
92350,4260,74,23.97,2023-09-24,withdrawal,0
92351,5420,72,17.71,2024-12-19,payment,0
92352,4091,35,21.48,2023-01-06,withdrawal,0
92353,6947,96,119.54,2024-07-19,withdrawal,0
92354,5992,49,41.44,2024-11-16,withdrawal,0
92355,638,24,62.98,2024-05-12,transfer,0
92356,866,49,167.62,2023-03-22,payment,0
92357,2478,51,32.24,2024-07-03,withdrawal,0
92358,165,2,12.93,2024-12-01,payment,0
92359,2551,75,161.46,2023-05-17,payment,0
92360,5939,24,6.4,2023-09-25,payment,0
92361,689,78,198.78,2024-11-18,transfer,0
92362,5611,87,17.57,2023-02-04,payment,0
92363,6371,67,34.04,2024-03-10,payment,0
92364,6355,67,6.59,2024-04-29,payment,0
92365,2144,16,10.38,2023-12-31,payment,0
92366,4830,98,344.98,2023-07-29,transfer,0
92367,1538,83,322.32,2023-09-04,withdrawal,0
92368,3665,81,31.28,2024-04-13,transfer,0
92369,2352,43,394.6,2024-07-26,payment,0
92370,4934,26,12.91,2023-08-22,transfer,0
92371,1057,3,32.43,2024-06-01,payment,0
92372,3217,78,169.89,2024-06-03,withdrawal,1
92373,4297,66,259.94,2024-03-16,payment,0
92374,38,40,39.58,2024-04-30,payment,0
92375,3659,90,23.87,2024-11-05,payment,0
92376,4984,24,136.36,2023-05-06,transfer,1
92377,806,8,18.57,2023-05-27,payment,0
92378,4123,34,8.37,2023-12-22,payment,0
92379,2473,7,30.44,2023-08-20,withdrawal,0
92380,3497,8,42.58,2023-06-05,payment,0
92381,932,62,26.2,2024-11-28,payment,0
92382,3635,44,124.1,2023-07-10,withdrawal,0
92383,2123,56,43.97,2024-01-22,payment,0
92384,4446,53,151.79,2024-07-03,payment,0
92385,417,74,127.4,2023-12-30,payment,0
92386,6231,68,31.52,2024-05-22,payment,0
92387,4318,54,41.95,2024-08-01,payment,0
92388,1633,92,21.79,2024-11-10,transfer,0
92389,4443,71,84.52,2023-03-17,payment,0
92390,7443,55,25.0,2024-02-02,payment,0
92391,283,15,154.25,2023-12-13,payment,0
92392,1100,25,49.56,2024-10-12,transfer,0
92393,317,82,8.52,2023-09-04,withdrawal,0
92394,6254,54,41.52,2024-12-09,payment,0
92395,2670,55,321.05,2024-12-05,payment,0
92396,5809,45,57.53,2023-04-29,withdrawal,0
92397,484,56,128.27,2024-07-18,payment,0
92398,6220,36,141.77,2024-01-19,transfer,0
92399,2028,84,131.21,2024-12-08,payment,0
92400,5610,67,86.92,2024-10-23,withdrawal,0
92401,549,99,177.5,2023-05-18,transfer,0
92402,141,80,90.72,2024-07-07,transfer,0
92403,1867,20,46.71,2024-11-24,payment,0
92404,7246,61,188.25,2023-03-03,transfer,0
92405,5830,54,133.69,2024-10-29,payment,0
92406,5942,25,131.17,2024-06-28,withdrawal,0
92407,1346,99,27.44,2024-06-18,withdrawal,0
92408,1393,41,5.76,2024-02-19,transfer,0
92409,6749,58,56.24,2024-01-28,withdrawal,0
92410,1242,47,25.51,2023-02-27,payment,0
92411,4034,7,97.33,2023-12-16,withdrawal,0
92412,6157,12,231.99,2024-05-20,payment,0
92413,3157,73,110.34,2023-10-06,transfer,0
92414,379,49,46.88,2023-11-18,payment,0
92415,3235,61,35.12,2023-05-09,payment,0
92416,6436,68,13.54,2024-07-12,withdrawal,0
92417,995,12,9.54,2023-01-11,withdrawal,0
92418,5710,39,31.81,2023-06-02,payment,0
92419,820,63,210.06,2023-07-07,payment,0
92420,6111,71,174.93,2023-09-28,payment,0
92421,4134,95,15.75,2024-10-19,payment,0
92422,7350,41,49.14,2023-10-19,withdrawal,0
92423,4579,4,38.51,2023-12-28,withdrawal,0
92424,4315,31,265.17,2024-10-23,payment,0
92425,6638,49,321.52,2023-01-15,payment,0
92426,2551,33,145.09,2023-04-05,withdrawal,0
92427,1723,94,498.78,2023-05-21,withdrawal,0
92428,5496,50,24.96,2024-04-05,payment,0
92429,5743,47,13.88,2023-06-10,payment,0
92430,7122,49,36.85,2024-07-14,payment,0
92431,3245,14,5.84,2023-12-06,payment,0
92432,3298,51,154.05,2024-07-19,withdrawal,0
92433,6524,98,80.33,2024-11-01,payment,0
92434,4796,52,6.77,2023-10-08,withdrawal,0
92435,6655,80,370.4,2024-01-28,payment,0
92436,716,63,410.32,2024-07-11,payment,0
92437,4351,58,25.36,2023-07-03,payment,0
92438,1053,30,43.69,2023-11-28,payment,0
92439,2280,62,75.78,2023-08-29,payment,0
92440,3641,9,5.13,2023-07-21,payment,0
92441,336,19,320.54,2023-01-26,payment,0
92442,3098,18,13.66,2024-05-11,payment,0
92443,3838,69,24.28,2023-01-06,payment,0
92444,3665,63,34.84,2023-06-13,withdrawal,0
92445,2723,90,64.74,2024-09-09,payment,0
92446,5697,16,134.5,2023-09-09,payment,0
92447,6796,2,161.2,2023-10-22,payment,0
92448,6001,10,20.73,2023-08-25,transfer,0
92449,1388,94,24.19,2024-03-16,payment,0
92450,2633,35,15.51,2024-03-21,payment,0
92451,5352,76,28.79,2024-02-04,withdrawal,0
92452,869,42,16.34,2023-07-15,payment,0
92453,1074,27,408.56,2023-10-11,payment,1
92454,1716,68,12.45,2023-09-29,payment,0
92455,2893,16,112.84,2024-02-14,payment,0
92456,1749,53,35.61,2024-02-13,payment,0
92457,1777,65,26.53,2023-03-22,withdrawal,0
92458,6004,31,169.62,2023-01-27,payment,0
92459,3087,19,16.36,2024-03-12,payment,0
92460,724,3,21.61,2023-08-24,withdrawal,0
92461,5167,70,95.33,2024-12-25,payment,0
92462,4122,16,26.21,2024-11-03,payment,0
92463,3986,49,18.26,2023-03-12,payment,0
92464,5389,46,12.99,2023-05-12,payment,0
92465,1779,38,176.77,2024-06-24,withdrawal,0
92466,4769,48,88.89,2024-06-11,payment,0
92467,1876,24,9.57,2024-09-12,payment,0
92468,3520,2,14.92,2023-02-28,payment,0
92469,2090,2,117.57,2023-12-22,payment,1
92470,5082,55,50.19,2024-09-07,withdrawal,0
92471,1241,88,33.89,2024-04-12,payment,0
92472,7200,10,53.76,2024-01-28,payment,0
92473,1928,64,29.97,2023-09-12,payment,0
92474,3125,64,35.08,2023-07-23,transfer,0
92475,1625,6,32.71,2024-02-16,payment,0
92476,3073,84,310.6,2023-10-29,withdrawal,0
92477,5375,96,169.87,2024-08-17,payment,0
92478,6202,65,38.49,2024-06-26,withdrawal,0
92479,7238,55,108.87,2023-09-09,transfer,0
92480,7380,64,13.35,2023-06-01,payment,0
92481,6841,17,197.07,2023-08-04,withdrawal,0
92482,7236,54,7.61,2023-06-15,payment,0
92483,2800,61,42.13,2024-07-11,transfer,0
92484,389,91,12.14,2023-09-30,payment,0
92485,6934,6,34.29,2024-07-28,payment,0
92486,1253,34,32.79,2023-06-11,withdrawal,0
92487,6473,87,34.95,2024-04-02,withdrawal,0
92488,6566,37,48.71,2024-09-24,payment,0
92489,1620,37,22.23,2024-02-18,payment,0
92490,3812,23,153.85,2023-02-26,withdrawal,0
92491,4109,9,5.89,2024-11-16,withdrawal,0
92492,3195,39,30.11,2024-07-17,payment,0
92493,5977,39,12.04,2024-06-05,withdrawal,0
92494,206,37,23.22,2023-09-12,payment,0
92495,1560,20,48.47,2023-08-22,payment,0
92496,5128,67,12.48,2023-05-28,withdrawal,0
92497,2783,10,145.36,2023-12-20,withdrawal,0
92498,7401,53,94.44,2023-04-26,payment,0
92499,5025,16,469.66,2024-02-21,payment,0
92500,2624,26,459.59,2023-09-15,payment,0
92501,4700,7,182.25,2024-04-05,payment,0
92502,2569,51,76.1,2023-11-11,withdrawal,0
92503,2614,62,111.02,2023-07-02,withdrawal,0
92504,5117,73,10.16,2023-08-25,payment,0
92505,3366,59,39.49,2023-12-08,withdrawal,0
92506,134,21,46.64,2024-05-15,payment,0
92507,688,9,15.32,2024-09-02,payment,0
92508,2478,41,152.27,2023-11-17,payment,0
92509,4600,34,10.94,2023-11-07,transfer,0
92510,3933,8,177.88,2023-05-10,withdrawal,0
92511,2554,66,169.63,2023-10-01,payment,0
92512,568,96,420.85,2023-08-15,withdrawal,0
92513,374,68,46.25,2023-02-07,payment,0
92514,2526,42,66.57,2024-08-07,payment,0
92515,6129,76,161.74,2024-10-03,payment,0
92516,3939,38,451.73,2024-06-18,payment,0
92517,6868,24,45.18,2024-06-25,payment,0
92518,6009,56,394.04,2024-12-12,payment,0
92519,4254,93,147.72,2024-05-05,payment,0
92520,1460,27,451.88,2023-03-28,withdrawal,0
92521,145,48,36.65,2024-05-27,payment,0
92522,2365,46,30.64,2024-12-19,withdrawal,0
92523,1946,68,45.26,2023-02-24,transfer,0
92524,696,24,182.46,2023-06-23,payment,0
92525,2088,29,20.59,2024-05-09,payment,0
92526,5884,50,400.85,2023-07-10,withdrawal,0
92527,3480,55,33.29,2023-09-18,withdrawal,0
92528,5806,24,173.09,2024-11-13,payment,0
92529,1999,6,413.05,2023-01-30,payment,0
92530,7313,97,40.59,2024-09-15,payment,0
92531,121,100,43.4,2023-02-07,payment,1
92532,4376,49,325.25,2023-06-01,payment,0
92533,6908,10,99.97,2023-06-24,withdrawal,0
92534,121,56,6.92,2024-06-18,payment,0
92535,4298,72,47.31,2024-08-10,transfer,0
92536,3304,44,306.8,2024-12-21,withdrawal,0
92537,5251,58,21.63,2023-01-11,withdrawal,0
92538,667,82,41.25,2024-09-10,transfer,0
92539,3210,54,33.03,2023-02-11,payment,0
92540,3868,41,162.54,2024-12-03,payment,0
92541,4400,68,9.18,2024-03-08,payment,0
92542,6507,23,464.4,2024-05-24,transfer,0
92543,994,29,14.65,2023-09-01,payment,0
92544,7114,41,95.45,2023-12-03,payment,0
92545,5283,6,15.3,2023-03-02,payment,0
92546,1827,1,36.05,2023-05-25,payment,0
92547,874,36,76.35,2024-12-03,withdrawal,0
92548,5855,81,27.84,2023-07-06,payment,0
92549,4137,95,46.91,2024-07-06,withdrawal,0
92550,3691,98,14.34,2023-02-03,payment,0
92551,689,82,31.9,2023-12-03,withdrawal,0
92552,3402,88,13.45,2024-02-24,withdrawal,0
92553,6109,25,352.34,2024-07-26,payment,0
92554,1476,39,15.35,2024-06-22,withdrawal,0
92555,1037,20,187.15,2023-08-31,transfer,0
92556,4975,68,192.59,2024-07-20,payment,0
92557,1983,39,41.82,2024-05-11,payment,0
92558,5840,82,263.8,2023-12-17,withdrawal,0
92559,8,48,21.25,2024-10-05,withdrawal,0
92560,5530,28,96.14,2023-04-30,withdrawal,0
92561,4112,26,28.9,2024-02-01,payment,0
92562,2798,16,118.13,2024-12-06,payment,1
92563,3203,84,56.97,2024-08-03,payment,0
92564,7001,40,385.53,2024-10-03,payment,0
92565,1370,33,37.16,2024-08-11,payment,0
92566,4087,91,7.85,2024-03-01,payment,0
92567,5175,16,33.96,2024-12-05,payment,0
92568,1080,72,49.78,2023-04-02,payment,1
92569,6423,54,135.88,2024-01-28,payment,0
92570,2727,57,122.89,2023-11-16,payment,0
92571,3452,62,383.85,2024-11-22,payment,0
92572,4465,58,9.44,2024-12-08,payment,0
92573,2915,21,11.39,2023-08-11,withdrawal,0
92574,3549,85,153.08,2024-01-12,transfer,0
92575,560,38,326.62,2023-12-21,payment,0
92576,1304,12,73.09,2023-04-03,payment,0
92577,333,21,44.63,2024-07-29,payment,0
92578,7363,99,241.54,2024-08-22,transfer,0
92579,879,52,466.88,2024-08-27,withdrawal,0
92580,3340,82,36.08,2024-04-18,transfer,0
92581,3863,96,82.43,2024-11-01,withdrawal,1
92582,1343,18,88.42,2023-02-13,payment,0
92583,2686,81,405.94,2024-11-15,payment,0
92584,4588,30,50.68,2024-12-24,payment,0
92585,719,92,45.59,2024-10-14,payment,0
92586,5621,56,12.32,2023-05-19,payment,0
92587,1913,62,154.33,2023-05-29,payment,0
92588,4941,84,41.59,2023-11-29,payment,0
92589,5361,22,30.87,2023-05-10,payment,0
92590,6411,44,185.17,2023-06-21,payment,0
92591,1925,66,14.27,2024-11-26,payment,0
92592,307,8,42.23,2024-06-18,payment,0
92593,6191,95,416.0,2023-02-19,payment,0
92594,2363,78,23.21,2024-11-15,payment,0
92595,4606,13,26.51,2023-11-07,payment,0
92596,5761,16,28.59,2024-11-28,payment,0
92597,5234,76,6.25,2023-10-11,payment,0
92598,6675,35,17.0,2024-12-17,payment,0
92599,4110,60,6.14,2023-04-24,payment,0
92600,7261,19,13.06,2023-03-21,payment,0
92601,6405,50,55.19,2023-09-06,payment,0
92602,3093,86,35.91,2023-04-27,payment,0
92603,2666,50,29.34,2024-02-18,payment,0
92604,4553,75,31.38,2023-12-08,transfer,0
92605,1683,1,37.45,2023-07-26,withdrawal,0
92606,1805,46,149.18,2023-05-03,payment,0
92607,937,22,45.37,2023-10-07,withdrawal,0
92608,4700,75,90.94,2024-08-29,withdrawal,0
92609,6250,70,12.93,2024-08-25,payment,0
92610,2824,61,60.57,2024-05-13,payment,0
92611,261,95,197.02,2024-06-12,withdrawal,0
92612,5751,52,22.47,2023-07-17,withdrawal,0
92613,5630,2,161.56,2024-07-01,transfer,0
92614,4635,57,144.73,2023-07-12,withdrawal,0
92615,4452,5,86.53,2023-04-29,payment,0
92616,88,8,19.43,2023-07-15,payment,0
92617,5709,49,11.59,2023-07-25,payment,0
92618,3444,76,35.72,2024-12-17,payment,0
92619,4854,34,127.75,2024-01-15,payment,0
92620,5013,7,373.62,2023-09-06,withdrawal,0
92621,122,68,124.07,2024-10-22,withdrawal,0
92622,7397,26,17.25,2023-06-08,payment,0
92623,6657,48,218.13,2023-11-18,payment,0
92624,895,7,20.9,2023-03-05,withdrawal,0
92625,7194,77,13.6,2023-09-16,withdrawal,0
92626,2596,71,26.04,2023-12-15,payment,0
92627,1420,20,195.15,2024-11-25,payment,1
92628,6145,87,61.26,2023-03-11,payment,0
92629,7349,21,9.56,2024-01-18,payment,0
92630,6606,44,15.39,2023-07-16,payment,0
92631,3942,25,32.27,2024-02-17,payment,0
92632,1600,75,14.2,2024-06-21,withdrawal,0
92633,1600,72,65.22,2024-02-28,payment,0
92634,5494,21,46.83,2023-03-23,payment,0
92635,760,57,33.08,2023-06-17,withdrawal,0
92636,4686,80,320.44,2023-06-16,transfer,0
92637,5689,55,237.98,2023-09-21,payment,0
92638,3923,71,172.68,2024-06-23,payment,0
92639,1688,98,476.55,2024-12-20,withdrawal,0
92640,601,59,41.46,2023-12-30,payment,0
92641,5673,65,11.09,2023-06-14,withdrawal,0
92642,6352,62,77.14,2023-01-30,payment,0
92643,902,49,212.49,2023-02-28,payment,0
92644,6058,17,117.8,2023-05-05,transfer,0
92645,985,70,192.08,2023-04-10,payment,0
92646,946,80,80.26,2024-03-29,payment,0
92647,997,86,180.76,2023-10-09,payment,0
92648,5002,93,13.37,2024-01-24,payment,0
92649,99,72,25.88,2024-07-03,payment,0
92650,1754,4,21.54,2023-02-17,transfer,0
92651,5630,72,25.32,2024-07-08,withdrawal,0
92652,2553,62,9.75,2024-03-23,withdrawal,0
92653,5373,98,32.47,2024-09-14,withdrawal,0
92654,4038,59,227.98,2024-04-10,payment,0
92655,4691,89,21.92,2023-07-06,payment,0
92656,5493,37,161.57,2024-04-10,transfer,0
92657,1946,86,45.16,2023-06-02,payment,0
92658,5494,42,218.44,2024-03-22,withdrawal,0
92659,4429,64,46.42,2023-05-14,withdrawal,0
92660,7257,93,37.02,2023-04-09,transfer,0
92661,7304,61,99.54,2023-06-07,withdrawal,0
92662,2071,49,24.77,2023-07-11,payment,0
92663,5558,89,41.49,2024-12-24,withdrawal,0
92664,168,39,97.97,2023-02-14,transfer,0
92665,3712,64,355.14,2024-09-29,payment,0
92666,2628,80,18.06,2023-04-17,transfer,0
92667,1378,25,162.27,2024-10-06,payment,0
92668,1600,30,41.34,2023-06-16,payment,0
92669,3184,16,32.97,2024-06-03,withdrawal,0
92670,5802,95,118.32,2024-10-31,payment,0
92671,2929,80,21.58,2024-01-14,payment,0
92672,2246,25,40.4,2023-03-01,withdrawal,0
92673,3678,1,169.85,2023-12-24,withdrawal,0
92674,3175,59,65.46,2024-12-11,withdrawal,0
92675,2977,71,25.39,2023-12-23,withdrawal,0
92676,7033,14,141.77,2024-07-06,payment,0
92677,2005,51,35.0,2024-11-11,payment,0
92678,5601,11,268.85,2024-10-24,payment,0
92679,5315,95,193.67,2024-05-03,transfer,0
92680,3382,62,136.29,2024-03-26,payment,0
92681,442,64,41.48,2023-03-04,withdrawal,0
92682,6920,65,46.05,2024-05-04,withdrawal,0
92683,4699,31,169.29,2023-01-22,payment,0
92684,5492,31,16.72,2024-06-03,transfer,0
92685,1743,40,24.58,2023-05-03,withdrawal,0
92686,52,73,98.12,2023-02-26,payment,0
92687,262,43,157.49,2023-02-11,withdrawal,0
92688,2107,24,131.38,2023-10-08,transfer,0
92689,3225,17,24.13,2024-12-09,payment,0
92690,1064,79,21.64,2024-03-28,payment,0
92691,4122,30,129.33,2023-08-31,withdrawal,1
92692,396,41,134.97,2023-06-22,withdrawal,0
92693,7124,86,18.51,2024-01-10,payment,0
92694,511,85,40.75,2024-06-23,withdrawal,0
92695,971,78,297.49,2024-01-28,payment,0
92696,725,10,220.49,2024-07-20,payment,0
92697,4743,16,126.18,2024-09-20,payment,0
92698,1038,57,57.48,2023-05-02,withdrawal,0
92699,722,28,109.68,2024-04-17,withdrawal,0
92700,6760,91,415.08,2024-07-12,payment,0
92701,3172,23,53.34,2024-04-04,payment,0
92702,5594,32,167.52,2024-08-20,payment,0
92703,1326,7,389.26,2023-05-01,transfer,0
92704,5351,30,146.29,2024-11-14,payment,0
92705,3149,1,156.71,2024-01-18,payment,0
92706,1404,73,39.3,2023-12-25,payment,0
92707,5024,7,67.35,2023-06-16,payment,0
92708,2984,90,318.51,2023-02-16,withdrawal,0
92709,1481,43,379.65,2024-12-14,payment,0
92710,3144,31,117.08,2024-08-30,withdrawal,0
92711,7208,1,189.04,2023-10-19,payment,0
92712,6677,24,40.9,2023-07-01,withdrawal,0
92713,74,84,208.17,2024-10-04,transfer,1
92714,5307,87,15.99,2024-09-09,payment,0
92715,7025,91,161.14,2023-12-25,payment,0
92716,5228,1,359.02,2024-08-01,payment,0
92717,3399,79,7.1,2023-06-26,payment,0
92718,5517,8,24.03,2023-08-15,payment,0
92719,7272,57,7.37,2024-11-27,transfer,0
92720,6576,54,14.98,2024-05-09,payment,0
92721,6395,21,159.95,2023-11-09,payment,0
92722,4583,57,190.62,2024-11-04,transfer,0
92723,6583,48,49.05,2024-11-12,payment,0
92724,62,60,5.16,2024-09-12,payment,0
92725,6896,28,47.05,2023-02-08,withdrawal,0
92726,1097,58,26.56,2023-10-15,transfer,0
92727,1575,63,337.56,2023-11-22,payment,0
92728,1228,5,371.84,2024-03-09,withdrawal,0
92729,6996,9,112.66,2023-04-06,payment,0
92730,1953,33,196.04,2024-08-29,transfer,0
92731,2962,60,104.85,2024-04-04,withdrawal,0
92732,5247,59,150.13,2023-12-28,withdrawal,0
92733,865,14,26.81,2024-12-07,transfer,1
92734,7399,94,47.31,2023-10-19,payment,0
92735,4979,39,11.23,2023-05-17,transfer,0
92736,78,86,61.6,2023-12-15,withdrawal,0
92737,3616,55,18.43,2023-10-12,withdrawal,0
92738,2907,44,15.57,2024-06-18,payment,0
92739,1329,67,308.11,2023-06-21,payment,0
92740,3340,66,197.19,2023-06-17,withdrawal,0
92741,820,46,42.32,2024-12-10,transfer,0
92742,1937,84,9.01,2024-03-14,payment,0
92743,5618,18,149.43,2023-12-24,payment,0
92744,3519,10,38.94,2024-03-20,payment,1
92745,481,11,46.63,2023-02-25,payment,0
92746,4365,11,185.15,2024-06-09,withdrawal,0
92747,7405,13,161.62,2024-07-15,transfer,0
92748,1283,14,33.81,2023-04-22,withdrawal,0
92749,5025,62,20.67,2024-02-01,payment,0
92750,6668,61,33.64,2024-02-22,withdrawal,0
92751,2485,45,128.35,2023-11-27,payment,0
92752,4707,2,37.57,2023-12-17,withdrawal,0
92753,5218,43,9.1,2023-07-09,withdrawal,0
92754,6281,93,156.49,2023-11-06,payment,0
92755,5528,19,171.58,2024-10-20,payment,0
92756,4247,66,167.83,2023-04-22,withdrawal,0
92757,965,58,8.28,2024-11-24,payment,0
